a_over_M,r_h_over_M,r_peak_over_M,V_peak_M2,max_abs_deltaV_over_Vpeak,max_pointwise_fraction_where_Vnew_ge_1e-3_peak
0.0,2.0,3.281425281839592,0.15128668587418614,3.6692687734214967e-16,4.35102141514824e-16
0.5,2.0615528128088303,3.3732665725424886,0.14538530540284042,0.016211052663937752,0.04046388755213516
1.0,2.23606797749979,3.635113841417762,0.1305055170928951,0.05774282035264321,0.15057135089206983
