ell,overtone,a_over_M,spectral_N,center_real,center_imag,initial_eigenvalue_real,initial_eigenvalue_imag,residual_norm,selection_score,eigenvector_overlap_previous_a,half_width,grid_size,min_log10_relative_sigma,q10_susceptibility,q50_susceptibility,q10_log10_sigma_min,q50_log10_sigma_min,area_fraction_m10,area_fraction_m9_5,area_fraction_m9,boundary_touch_m10,curvature_trace_indicator,eigen_condition_indicator,nearest_eigenvalue_distance,hit_minimizer_boundary
1,2,0.75,32,0.2142054145024969,-0.5360701722219119,0.2142054145024969,-0.5360701722219119,3.8210059197719696e-19,0.02225670430661863,0.9999873892943285,0.02886412951866974,21,-19.732800697568134,14.655955575812838,14.372215725129097,-13.340876683894136,-13.057061027354338,1.0,1.0,1.0,True,2176432.479578168,344919731.1744996,0.23602092238653857,False
1,2,1.0,32,0.2039562788328765,-0.5328276516075187,0.2039562788328765,-0.5328276516075187,2.486819768243026e-19,0.030969383695549222,0.9999802683159011,0.028526455703124832,21,-19.908089782048556,14.80931284788933,14.527143042800057,-13.505479221397742,-13.223235145395934,1.0,1.0,1.0,True,2239281.815791659,473682712.6928862,0.23546122698747537,False
2,0,0.0,32,0.48364387221053917,-0.09675877597793836,0.48364387221053917,-0.09675877597793836,5.471260831399778e-19,0.001306413799039692,,0.024661389653441737,21,-19.60358444741513,7.823850567968141,7.534010744939918,-6.482515420852612,-6.191986366947418,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,7402035.04636221,77.11976682588755,0.19982785819614526,False
2,0,0.1,32,0.483239497757037,-0.09673251233519473,0.483239497757037,-0.09673251233519473,3.0299267214391705e-19,0.002520442732652414,0.9999999818659425,0.024641306333834656,21,-19.859955286394936,7.825243345531856,7.53549039533939,-6.484192505432569,-6.193750635005555,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,7582047.781444041,77.20606573441785,0.1997829707250151,False
2,0,0.2,32,0.48203368791930384,-0.09665386072209685,0.48203368791930384,-0.09665386072209685,1.8636199761124484e-19,0.006001023879567664,0.9999998385818212,0.024581418036881606,21,-19.532874366004343,7.829394884730635,7.539900778352888,-6.489194576944103,-6.19901247629992,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,7399679.988083199,77.46550787428856,0.19964848848214353,False
2,0,0.35,32,0.4787730505081957,-0.09643864960362361,0.4787730505081957,-0.09643864960362361,1.9036234415470202e-19,0.013080884934646443,0.9999988160737471,0.024419461860895594,21,-19.641088278731495,7.840609576064641,7.551587103321109,-6.50273000793553,-6.213248202591017,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,7562987.038459949,78.18313102809995,0.19928007538195966,False
2,0,0.5,32,0.4738869263709161,-0.09610918270333074,0.4738869263709161,-0.09610918270333074,1.6911829419321447e-19,0.01631955836955235,0.9999973259643499,0.024176734373420675,21,-20.10648673432932,7.857386738194344,7.567811446730183,-6.523042565820921,-6.233679764630594,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,8022257.039915724,79.30375926166705,0.19871488073528099,False
2,0,0.75,32,0.46263042806172944,-0.09531781302130435,0.46263042806172944,-0.09531781302130435,9.798314035041715e-20,0.03484377827098921,0.9999856304871835,0.023617387580326457,21,-20.335105362124004,7.895948050177014,7.608057073103182,-6.570020384461745,-6.2815790087367365,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,8542223.967361908,82.13835478889811,0.19735183107220208,False
2,0,1.0,32,0.4483624090017799,-0.0942481791587782,0.4483624090017799,-0.0942481791587782,2.794290444993104e-19,0.048749750147445946,0.9999764006230958,0.022908053664629856,21,-19.868739685088652,7.944814428595264,7.657265860456041,-6.630127074886734,-6.342103361697317,0.0022675736961451248,0.0022675736961451248,0.0022675736961451248,False,8685709.074605394,86.22878796507483,0.19549852680356364,False
2,1,0.0,32,0.46385057891627257,-0.2956039379805023,0.46385057891627257,-0.2956039379805023,4.271250894657042e-19,0.0010198802050603625,,0.027501774838660044,21,-19.70578067675237,10.553404416820795,10.23876062101933,-9.217348889741627,-8.902428111603466,0.7392290249433107,0.9909297052154195,1.0,True,4562707.403481763,30690.538180680247,0.19982785819614526,False
