perturbation_type,ell,a_over_M,ratio_name,numerator_overtone,denominator_overtone,value_real,value_imag,schwarzschild_value_real,schwarzschild_value_imag,fractional_shift_abs,fractional_real_shift,validation_max
gravitational,3,0.5,omega0_over_omega1,0,1,0.8944323851543233,0.2768866394734822,0.8966481869738482,0.27379059836431735,0.004061003803528181,-0.002471205375436153,2.504368224874599e-10
gravitational,3,1.0,omega0_over_omega1,0,1,0.8883917178357358,0.2851283203963878,0.8966481869738482,0.27379059836431735,0.014960198119453086,-0.009208147920287055,1.4009609564961757e-10
gravitational,3,0.0,omega0_over_omega2,0,2,0.7026164826916882,0.44212813379225857,0.7026164826916882,0.44212813379225857,0.0,0.0,2.240936466319818e-08
gravitational,3,0.2,omega0_over_omega2,0,2,0.7016767967497711,0.4426592004859294,0.7026164826916882,0.44212813379225857,0.0013002135799463422,-0.0013374094759593148,2.229905609286553e-08
gravitational,3,0.5,omega0_over_omega2,0,2,0.6968776499329833,0.4453357299302996,0.7026164826916882,0.44212813379225857,0.007919555777428281,-0.008167802634973386,4.2451007879031324e-08
gravitational,3,1.0,omega0_over_omega2,0,2,0.6813443009303708,0.453592570754929,0.7026164826916882,0.44212813379225857,0.029109031231915126,-0.030275665722820432,9.640310814875638e-09
gravitational,3,0.0,real_to_damping_n0,0,,6.466273781995541,0.0,6.466273781995541,0.0,0.0,0.0,9.422696215805236e-14
gravitational,3,0.2,real_to_damping_n0,0,,6.452021198206247,0.0,6.466273781995541,0.0,0.0022041417158949485,-0.0022041417158949485,4.506801958147117e-13
gravitational,3,0.5,real_to_damping_n0,0,,6.380332080235214,0.0,6.466273781995541,0.0,0.013290761365474532,-0.013290761365474532,3.048399464959931e-13
gravitational,3,1.0,real_to_damping_n0,0,,6.160238159666795,0.0,6.466273781995541,0.0,0.04732797166443228,-0.04732797166443228,3.0790731133602955e-14
gravitational,3,0.0,real_to_damping_n1,1,,2.0712680789728823,0.0,2.0712680789728823,0.0,0.0,0.0,1.0667707823714203e-10
gravitational,3,0.2,real_to_damping_n1,1,,2.0661695427878968,0.0,2.0712680789728823,0.0,0.0024615530151528594,-0.0024615530151528594,1.1091789538771235e-10
gravitational,3,0.5,real_to_damping_n1,1,,2.0404976850163705,0.0,2.0712680789728823,0.0,0.014855823960638885,-0.014855823960638885,2.504368224874599e-10
gravitational,3,1.0,real_to_damping_n1,1,,1.961387635765676,0.0,2.0712680789728823,0.0,0.05304984145832763,-0.05304984145832763,1.4009609564961757e-10
gravitational,3,0.0,real_to_damping_n2,2,,1.1515200337825513,0.0,1.1515200337825513,0.0,0.0,0.0,2.240936466319818e-08
gravitational,3,0.2,real_to_damping_n2,2,,1.1480865637772448,0.0,1.1515200337825513,0.0,0.002981684994248945,-0.002981684994248945,2.229905609286553e-08
gravitational,3,0.5,real_to_damping_n2,2,,1.1307723632053481,0.0,1.1515200337825513,0.0,0.01801763752997899,-0.01801763752997899,4.2451007879031324e-08
gravitational,3,1.0,real_to_damping_n2,2,,1.077128948174045,0.0,1.1515200337825513,0.0,0.06460251096469774,-0.06460251096469774,9.640310814875638e-09
