model,parameter,ell,overtone,spectral_N,center_real,center_imag,q10_susceptibility,q50_susceptibility,area_fraction_m10,curvature_trace_indicator,eigen_condition_indicator,nearest_eigenvalue_distance,overlap_previous_parameter,hit_minimizer_boundary
ks,0.5,2,0,48,0.47388692637037416,-0.09610918270527134,9.024111772142868,8.721250392856339,0.002770083102493075,6176598.491467748,239.28160907661396,0.19871487892249498,0.999997325964344,False
ks,0.75,2,0,48,0.4626304280638607,-0.09531781301900248,9.07056756147825,8.768351081403498,0.002770083102493075,6260493.195597431,251.46551163719795,0.19735182910935858,0.9999856304871654,False
ks,1.0,2,0,48,0.44836240900104274,-0.09424817916188052,9.130257971316714,8.82602393479135,0.002770083102493075,7072341.66214069,268.52961425593725,0.19549853206022139,0.9999764006231437,False
ks,0.0,2,1,48,0.4638505786004547,-0.2956039368116171,12.485392015129028,12.150216091231465,1.0,3388819.412791867,534770.4902480375,0.19982785706388828,,False
ks,0.1,2,1,48,0.46342740156074896,-0.2955306905187398,12.48865143428079,12.153530860078588,1.0,3298111.592533415,537964.2327101969,0.1997829692562682,0.9999999648860569,False
ks,0.2,2,1,48,0.46216558410927894,-0.29531129661755395,12.498384833055432,12.163429082755778,1.0,3353033.6205511745,547617.6429480744,0.19964848705995672,0.9999996876838743,False
ks,0.35,2,1,48,0.45875393495668804,-0.29471064265908276,12.524811143802392,12.1902994333347,1.0,3424606.298330619,574726.4457213299,0.1992800748134026,0.999997714372414,False
ks,0.5,2,1,48,0.4536427311344793,-0.2937901774023661,12.564657978633498,12.230853073546784,1.0,3420022.3751657465,618263.3104440164,0.19871487892249498,0.9999948598285233,False
ks,0.75,2,1,48,0.4418740805763409,-0.2915750892963085,12.657803687794619,12.325609707106427,1.0,3451700.4124230896,733619.7369964585,0.19735182910935858,0.9999726572679987,False
ks,1.0,2,1,48,0.4269714630214645,-0.28857291631029447,12.778654800066015,12.448442102331962,1.0,4009148.48663339,916660.6901675493,0.19549853206022139,0.9999559575186228,False
ks,0.0,3,0,48,0.6753662325366548,-0.09649962773395054,8.495610137802927,8.163626458658104,0.002770083102493075,3138091.135647654,126.11416764344833,0.19633584250805114,,False
ks,0.1,3,0,48,0.6748028804578026,-0.0964731474490852,8.496987781176875,8.165127341069216,0.002770083102493075,3099091.2331131874,126.22127114774592,0.19628688767648633,0.9999999677956245,False
ks,0.2,3,0,48,0.6731230465471463,-0.09639384455407057,8.501096984636616,8.16960340950109,0.002770083102493075,3164318.3273427384,126.54362016942562,0.1961402465668505,0.9999997136043988,False
ks,0.35,3,0,48,0.6685808475858258,-0.0961768317195859,8.51221724463689,8.1817099113464,0.002770083102493075,3232828.3314592927,127.44804603187534,0.1957387193148684,0.99999790483669,False
ks,0.5,3,0,48,0.6617749533424363,-0.09584454856132875,8.530605166022003,8.199852182015634,0.002770083102493075,3352401.3711744556,128.89051766220902,0.1951232361393128,0.99999528983198,False
ks,0.75,3,0,48,0.6460987323441982,-0.09504610763728608,8.56965164277907,8.239490472039652,0.002770083102493075,3557392.9982653074,132.55166651849447,0.19364120814074942,0.9999749169350455,False
ks,1.0,3,0,48,0.6262342541547294,-0.09396617452866612,8.618353921187511,8.289022790936707,0.002770083102493075,3695544.3430515253,137.94329779834032,0.19163038143081024,0.9999593710569882,False
ks,0.0,3,1,48,0.6606714980131213,-0.29228478506368566,11.559551749516405,11.16648133282865,1.0,2157868.459040003,87986.0810750397,0.19633584250805114,,False
ks,0.1,3,1,48,0.660094197720541,-0.2922081645662483,11.562243078023597,11.169287710451208,1.0,2097969.030623651,88384.21073926738,0.19628688767648633,0.999999963200069,False
ks,0.2,3,1,48,0.658372816949368,-0.2919786779387626,11.57028020018438,11.177378813290975,1.0,2157526.159645295,89583.88006613265,0.1961402465668505,0.9999996728739087,False
ks,0.35,3,1,48,0.6537186264056001,-0.2913504995659808,11.59210151702423,11.199057870596713,1.0,2101244.2943802886,92928.8639099734,0.1957387193148684,0.9999976099355851,False
ks,0.5,3,1,48,0.6467459469530896,-0.29038813300560434,11.625282465383483,11.231773084330653,1.0,2212263.092883176,98227.98683557562,0.1951232361393128,0.9999946414113825,False
ks,0.75,3,1,48,0.6306907486538842,-0.2880733376562864,11.702827141295176,11.309975667559248,1.0,2310457.297998165,111836.94123937176,0.19364120814074942,0.9999716597308276,False
ks,1.0,3,1,48,0.6103582512287972,-0.28493778398518615,11.803307601071229,11.41376023000549,1.0,2370553.390430577,132406.2937639598,0.19163038143081024,0.9999547585312304,False
ks,0.0,4,0,48,0.8674156417378565,-0.0963916923480368,8.197119179843146,7.796587964428591,0.002770083102493075,1995616.7698080738,96.23562827519348,0.19483041659558334,,False
ks,0.1,4,0,48,0.8666928018634422,-0.09636511972009874,8.198330139092482,7.797673869674449,0.002770083102493075,1967669.6086278413,96.27686782882571,0.19477971681001915,0.9999999490704551,False
